PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30925172","Hepcidin and arterial stiffness in children with systemic lupus erythematosus and lupus nephritis: A cross-sectional study","Atkinson MA, Joo S, Sule S.","PLoS One. 2019 Mar 29;14(3):e0214248. doi: 10.1371/journal.pone.0214248. eCollection 2019.","Atkinson MA","PLoS One","2019","2019/03/30","PMC6440617","","10.1371/journal.pone.0214248"
"32649846","Developmental process in diffuse psychological/neuropsychiatric manifestations of neuropsychiatric systemic lupus erythematosus","Arinuma Y, Yamaoka K.","Immunol Med. 2021 Mar;44(1):16-22. doi: 10.1080/25785826.2020.1791401. Epub 2020 Jul 10.","Arinuma Y","Immunol Med","2021","2020/07/11","","","10.1080/25785826.2020.1791401"
"34231109","miR-1968-5p is involved in the pathogenesis of lupus nephritis of NZBWF1 mice by targeting csf1","Li S, Wang X, Zhu X, Xue Y, Zhang J, Tan X, Deng J, Li C, Kuang W, Li C.","Clin Exp Nephrol. 2021 Nov;25(11):1173-1181. doi: 10.1007/s10157-021-02091-y. Epub 2021 Jul 6.","Li S","Clin Exp Nephrol","2021","2021/07/07","","","10.1007/s10157-021-02091-y"
"23887202","Progression of hydroxychloroquine toxic effects after drug therapy cessation: new evidence from multimodal imaging","Mititelu M, Wong BJ, Brenner M, Bryar PJ, Jampol LM, Fawzi AA.","JAMA Ophthalmol. 2013 Sep;131(9):1187-97. doi: 10.1001/jamaophthalmol.2013.4244.","Mititelu M","JAMA Ophthalmol","2013","2013/07/27","","","10.1001/jamaophthalmol.2013.4244"
"22505707","Urinary vascular cell adhesion molecule, but not neutrophil gelatinase-associated lipocalin, is associated with lupus nephritis","Kiani AN, Wu T, Fang H, Zhou XJ, Ahn CW, Magder LS, Mohan C, Petri M.","J Rheumatol. 2012 Jun;39(6):1231-7. doi: 10.3899/jrheum.111470. Epub 2012 Apr 15.","Kiani AN","J Rheumatol","2012","2012/04/17","PMC3607283","NIHMS450967","10.3899/jrheum.111470"
"25555818","State of the art: Reproduction and pregnancy in rheumatic diseases","Østensen M, Andreoli L, Brucato A, Cetin I, Chambers C, Clowse ME, Costedoat-Chalumeau N, Cutolo M, Dolhain R, Fenstad MH, Förger F, Wahren-Herlenius M, Ruiz-Irastorza G, Koksvik H, Nelson-Piercy C, Shoenfeld Y, Tincani A, Villiger PM, Wallenius M, von Wolff M.","Autoimmun Rev. 2015 May;14(5):376-86. doi: 10.1016/j.autrev.2014.12.011. Epub 2014 Dec 30.","Østensen M","Autoimmun Rev","2015","2015/01/04","","","10.1016/j.autrev.2014.12.011"
"24772586","Role of meditation in reducing sympathetic hyperactivity and improving quality of life in lupus nephritis patients with chronic kidney disease","Bantornwan S, Watanapa WB, Hussarin P, Chatsiricharoenkul S, Larpparisuth N, Teerapornlertratt T, Vareesangthip J, Vareesangthip K.","J Med Assoc Thai. 2014 Mar;97 Suppl 3:S101-7.","Bantornwan S","J Med Assoc Thai","2014","2014/04/30","","",""
"25044405","Production of IgG autoantibody requires expression of activation-induced deaminase in early-developing B cells in a mouse model of SLE","Umiker BR, McDonald G, Larbi A, Medina CO, Hobeika E, Reth M, Imanishi-Kari T.","Eur J Immunol. 2014 Oct;44(10):3093-108. doi: 10.1002/eji.201344282. Epub 2014 Aug 19.","Umiker BR","Eur J Immunol","2014","2014/07/22","PMC4197127","NIHMS621872","10.1002/eji.201344282"
"31927702","Electrophysiological and SD-OCT findings in patients receiving chloroquine therapy in relation to cumulative dosage and duration of treatment","Bertoli F, Šuštar M, Jarc Vidmar M, Perovšek D, Brecelj J, Markelj Š, Jaki Mekjavić P, Šuput D, Tomšič M, Isola M, Battistella C, Lanzetta P, Hawlina M.","Doc Ophthalmol. 2020 Aug;141(1):1-14. doi: 10.1007/s10633-019-09744-0. Epub 2020 Jan 11.","Bertoli F","Doc Ophthalmol","2020","2020/01/14","","","10.1007/s10633-019-09744-0"
"26692040","Cyclophosphamide in combination with glucocorticoids for severe neuropsychiatric systemic lupus erythematosus: a retrospective, observational two-centre study","Fanouriakis A, Pamfil C, Sidiropoulos P, Damian L, Flestea A, Gusetu G, Rednic S, Bertsias G, Boumpas DT.","Lupus. 2016 May;25(6):627-36. doi: 10.1177/0961203315622821. Epub 2015 Dec 21.","Fanouriakis A","Lupus","2016","2015/12/23","","","10.1177/0961203315622821"
"22007252","Deranged bioenergetics and defective redox capacity in T lymphocytes and neutrophils are related to cellular dysfunction and increased oxidative stress in patients with active systemic lupus erythematosus","Li KJ, Wu CH, Hsieh SC, Lu MC, Tsai CY, Yu CL.","Clin Dev Immunol. 2012;2012:548516. doi: 10.1155/2012/548516. Epub 2011 Oct 11.","Li KJ","Clin Dev Immunol","2012","2011/10/19","PMC3191817","","10.1155/2012/548516"
"29844470","Repeated administration of alpha-galactosylceramide ameliorates experimental lupus nephritis in mice","Uchida T, Nakashima H, Yamagata A, Ito S, Ishikiriyama T, Nakashima M, Seki S, Kumagai H, Oshima N.","Sci Rep. 2018 May 29;8(1):8225. doi: 10.1038/s41598-018-26470-w.","Uchida T","Sci Rep","2018","2018/05/31","PMC5974230","","10.1038/s41598-018-26470-w"
"28178879","Prognostic significance of renal vascular pathology in lupus nephritis","Mejía-Vilet JM, Córdova-Sánchez BM, Uribe-Uribe NO, Correa-Rotter R, Morales-Buenrostro LE.","Lupus. 2017 Sep;26(10):1042-1050. doi: 10.1177/0961203317692419. Epub 2017 Feb 8.","Mejía-Vilet JM","Lupus","2017","2017/02/10","","","10.1177/0961203317692419"
"26879422","Clinical and pathologic considerations of the qualitative and quantitative aspects of lupus nephritogenic autoantibodies: A comprehensive review","Gatto M, Iaccarino L, Ghirardello A, Punzi L, Doria A.","J Autoimmun. 2016 May;69:1-11. doi: 10.1016/j.jaut.2016.02.003. Epub 2016 Feb 12.","Gatto M","J Autoimmun","2016","2016/02/17","","","10.1016/j.jaut.2016.02.003"
"31311094","NLRP3 Inflammasome Modulation by Melatonin Supplementation in Chronic Pristane-Induced Lupus Nephritis","Bonomini F, Dos Santos M, Veronese FV, Rezzani R.","Int J Mol Sci. 2019 Jul 15;20(14):3466. doi: 10.3390/ijms20143466.","Bonomini F","Int J Mol Sci","2019","2019/07/18","PMC6678949","","10.3390/ijms20143466"
"27126359","Anti-Sm is associated with the early poor outcome of lupus nephritis","Ahn SS, Yoo BW, Song JJ, Park YB, Lee SK, Lee SW.","Int J Rheum Dis. 2016 Sep;19(9):897-902. doi: 10.1111/1756-185X.12880. Epub 2016 Apr 29.","Ahn SS","Int J Rheum Dis","2016","2016/04/30","","","10.1111/1756-185X.12880"
"33800867","The Role of Mitochondria in Immune-Cell-Mediated Tissue Regeneration and Ageing","Su YJ, Wang PW, Weng SW.","Int J Mol Sci. 2021 Mar 6;22(5):2668. doi: 10.3390/ijms22052668.","Su YJ","Int J Mol Sci","2021","2021/04/03","PMC7961648","","10.3390/ijms22052668"
"23970121","ABIN1 dysfunction as a genetic basis for lupus nephritis","Caster DJ, Korte EA, Nanda SK, McLeish KR, Oliver RK, G'sell RT, Sheehan RM, Freeman DW, Coventry SC, Kelly JA, Guthridge JM, James JA, Sivils KL, Alarcon-Riquelme ME, Scofield RH, Adrianto I, Gaffney PM, Stevens AM, Freedman BI, Langefeld CD, Tsao BP, Pons-Estel BA, Jacob CO, Kamen DL, Gilkeson GS, Brown EE, Alarcon GS, Edberg JC, Kimberly RP, Martin J, Merrill JT, Harley JB, Kaufman KM, Reveille JD, Anaya JM, Criswell LA, Vila LM, Petri M, Ramsey-Goldman R, Bae SC, Boackle SA, Vyse TJ, Niewold TB, Cohen P, Powell DW.","J Am Soc Nephrol. 2013 Nov;24(11):1743-54. doi: 10.1681/ASN.2013020148. Epub 2013 Aug 22.","Caster DJ","J Am Soc Nephrol","2013","2013/08/24","PMC3810087","","10.1681/ASN.2013020148"
"26553076","Estrogen Receptor α Deficiency Modulates TLR Ligand-Mediated PDC-TREM Expression in Plasmacytoid Dendritic Cells in Lupus-Prone Mice","Scott JL, Cunningham MA, Naga OS, Wirth JR, Eudaly JG, Gilkeson GS.","J Immunol. 2015 Dec 15;195(12):5561-71. doi: 10.4049/jimmunol.1500315. Epub 2015 Nov 9.","Scott JL","J Immunol","2015","2015/11/11","PMC4790076","NIHMS731165","10.4049/jimmunol.1500315"
"33628102","Elevated Creatinine Clearance in Lupus Nephritis patients with Normal Creatinine","Wang S, Wang F, Wang X, Zhang Y, Song L.","Int J Med Sci. 2021 Jan 29;18(6):1449-1455. doi: 10.7150/ijms.51117. eCollection 2021.","Wang S","Int J Med Sci","2021","2021/02/25","PMC7893553","","10.7150/ijms.51117"
"32320985","A Validation of the 2018 Revision of International Society of Nephrology/Renal Pathology Society Classification for Lupus Nephritis: A Cohort Study from China","Tao J, Wang H, Yu XJ, Tan Y, Yu F, Wang SX, Haas M, Glassock RJ, Zhao MH.","Am J Nephrol. 2020;51(6):483-492. doi: 10.1159/000507213. Epub 2020 Apr 22.","Tao J","Am J Nephrol","2020","2020/04/23","","","10.1159/000507213"
"33960280","A novel KCNV2 mutation in a patient taking hydroxychloroquine associated with cone dystrophy with supernormal rod response","Liu PK, Ryu J, Yeh LK, Chen KJ, Tsang SH, Liu L, Wang NK.","Ophthalmic Genet. 2021 Aug;42(4):458-463. doi: 10.1080/13816810.2021.1920039. Epub 2021 May 7.","Liu PK","Ophthalmic Genet","2021","2021/05/07","","","10.1080/13816810.2021.1920039"
"25888464","Multi-antibody composition in lupus nephritis: isotype and antigen specificity make the difference","Bonanni A, Vaglio A, Bruschi M, Sinico RA, Cavagna L, Moroni G, Franceschini F, Allegri L, Pratesi F, Migliorini P, Candiano G, Pesce G, Ravelli A, Puppo F, Martini A, Tincani A, Ghiggeri GM.","Autoimmun Rev. 2015 Aug;14(8):692-702. doi: 10.1016/j.autrev.2015.04.004. Epub 2015 Apr 14.","Bonanni A","Autoimmun Rev","2015","2015/04/19","","","10.1016/j.autrev.2015.04.004"
"23176021","Glomerular c4d staining can be an indicator of disease activity in lupus nephritis","Sahin OZ, Gurses S, Taslı F, Yavas H, Ersoy R, Uzum A, Cirit M.","Ren Fail. 2013;35(2):222-5. doi: 10.3109/0886022X.2012.743916. Epub 2012 Nov 26.","Sahin OZ","Ren Fail","2013","2012/11/27","","","10.3109/0886022X.2012.743916"
"25550339","Tacrolimus versus mycophenolate mofetil for induction therapy of lupus nephritis: a randomised controlled trial and long-term follow-up","Mok CC, Ying KY, Yim CW, Siu YP, Tong KH, To CH, Ng WL.","Ann Rheum Dis. 2016 Jan;75(1):30-6. doi: 10.1136/annrheumdis-2014-206456. Epub 2014 Dec 30.","Mok CC","Ann Rheum Dis","2016","2015/01/01","","","10.1136/annrheumdis-2014-206456"
"26510559","Immunotherapies for Neurological Manifestations in the Context of Systemic Autoimmunity","Kampylafka EI, Alexopoulos H, Dalakas MC, Tzioufas AG.","Neurotherapeutics. 2016 Jan;13(1):163-78. doi: 10.1007/s13311-015-0393-3.","Kampylafka EI","Neurotherapeutics","2016","2015/10/30","PMC4720664","","10.1007/s13311-015-0393-3"
"27941837","Nuclear Factor Erythroid 2-related Factor 2 Deficiency Exacerbates Lupus Nephritis in B6/lpr mice by Regulating Th17 Cell Function","Zhao M, Chen H, Ding Q, Xu X, Yu B, Huang Z.","Sci Rep. 2016 Dec 12;6:38619. doi: 10.1038/srep38619.","Zhao M","Sci Rep","2016","2016/12/13","PMC5150244","","10.1038/srep38619"
"32220834","2019 Update of the Joint European League Against Rheumatism and European Renal Association-European Dialysis and Transplant Association (EULAR/ERA-EDTA) recommendations for the management of lupus nephritis","Fanouriakis A, Kostopoulou M, Cheema K, Anders HJ, Aringer M, Bajema I, Boletis J, Frangou E, Houssiau FA, Hollis J, Karras A, Marchiori F, Marks SD, Moroni G, Mosca M, Parodis I, Praga M, Schneider M, Smolen JS, Tesar V, Trachana M, van Vollenhoven RF, Voskuyl AE, Teng YKO, van Leew B, Bertsias G, Jayne D, Boumpas DT.","Ann Rheum Dis. 2020 Jun;79(6):713-723. doi: 10.1136/annrheumdis-2020-216924. Epub 2020 Mar 27.","Fanouriakis A","Ann Rheum Dis","2020","2020/03/30","","","10.1136/annrheumdis-2020-216924"
"34642183","Myeloid-Derived Suppressive Cell Expansion Promotes Melanoma Growth and Autoimmunity by Inhibiting CD40/IL27 Regulation in Macrophages","Valencia JC, Erwin-Cohen RA, Clavijo PE, Allen C, Sanford ME, Day CP, Hess MM, Johnson M, Yin J, Fenimore JM, Bettencourt IA, Tsuneyama K, Romero ME, Klarmann KD, Jiang P, Bae HR, McVicar DW, Merlino G, Edmondson EF, Anandasabapathy N, Young HA.","Cancer Res. 2021 Dec 1;81(23):5977-5990. doi: 10.1158/0008-5472.CAN-21-1148. Epub 2021 Oct 12.","Valencia JC","Cancer Res","2021","2021/10/13","PMC8639618","NIHMS1749395","10.1158/0008-5472.CAN-21-1148"
"33758010","Formal neurocognitive function and anti-N-methyl-D-aspartate receptor antibodies in paediatric lupus","Nowling TK, Kral M, Wolf B, Gilkeson G, Ruth NM.","Lupus Sci Med. 2021 Mar;8(1):e000462. doi: 10.1136/lupus-2020-000462.","Nowling TK","Lupus Sci Med","2021","2021/03/24","PMC7993203","","10.1136/lupus-2020-000462"
"28756384","Treatment and clinicopathological characteristics of lupus nephritis with anti-neutrophil cytoplasmic antibody positivity: a case-control study","Li C, Zhou ML, Liang DD, Wang JJ, Yang J, Zeng CH, Liu ZH, Zhang HT.","BMJ Open. 2017 Jul 28;7(7):e015668. doi: 10.1136/bmjopen-2016-015668.","Li C","BMJ Open","2017","2017/07/31","PMC5642651","","10.1136/bmjopen-2016-015668"
"31167973","Tertiary lymphoid structures in the choroid plexus in neuropsychiatric lupus","Stock AD, Der E, Gelb S, Huang M, Weidenheim K, Ben-Zvi A, Putterman C.","JCI Insight. 2019 Jun 6;4(11):e124203. doi: 10.1172/jci.insight.124203. eCollection 2019 Jun 6.","Stock AD","JCI Insight","2019","2019/06/07","PMC6629135","","10.1172/jci.insight.124203"
"27231156","Cystic Lung Disease Among Patients With Sjögren Syndrome: Frequency, Natural History, and Associated Risk Factors","Martínez-Balzano CD, Touray S, Kopec S.","Chest. 2016 Sep;150(3):631-9. doi: 10.1016/j.chest.2016.05.015. Epub 2016 May 24.","Martínez-Balzano CD","Chest","2016","2016/05/28","","","10.1016/j.chest.2016.05.015"
"31085070","Transitional B cells in quiescent SLE: An early checkpoint imprinted by IFN","Dieudonné Y, Gies V, Guffroy A, Keime C, Bird AK, Liesveld J, Barnas JL, Poindron V, Douiri N, Soulas-Sprauel P, Martin T, Meffre E, Anolik JH, Korganow AS.","J Autoimmun. 2019 Aug;102:150-158. doi: 10.1016/j.jaut.2019.05.002. Epub 2019 May 10.","Dieudonné Y","J Autoimmun","2019","2019/05/16","PMC6642027","NIHMS1529732","10.1016/j.jaut.2019.05.002"
"21742514","Oral supplementation of turmeric decreases proteinuria, hematuria, and systolic blood pressure in patients suffering from relapsing or refractory lupus nephritis: a randomized and placebo-controlled study","Khajehdehi P, Zanjaninejad B, Aflaki E, Nazarinia M, Azad F, Malekmakan L, Dehghanzadeh GR.","J Ren Nutr. 2012 Jan;22(1):50-7. doi: 10.1053/j.jrn.2011.03.002. Epub 2011 Jul 13.","Khajehdehi P","J Ren Nutr","2012","2011/07/12","","","10.1053/j.jrn.2011.03.002"
"28945272","CD4(+) T helper cells and regulatory T cells in active lupus nephritis: an imbalance towards a predominant Th1 response?","Mesquita D Jr, Kirsztajn GM, Franco MF, Reis LA, Perazzio SF, Mesquita FV, Ferreira VDS, Andrade LEC, de Souza AWS.","Clin Exp Immunol. 2018 Jan;191(1):50-59. doi: 10.1111/cei.13050. Epub 2017 Oct 10.","Mesquita D Jr","Clin Exp Immunol","2018","2017/09/26","PMC5721248","","10.1111/cei.13050"
"28937065","Mycophenolate mofetil or cyclophosphamide in indian patients with lupus nephritis: Which is better? A single-center experience","Mendonca S, Gupta D, Ali S, Gupta P.","Saudi J Kidney Dis Transpl. 2017 Sep-Oct;28(5):1069-1077. doi: 10.4103/1319-2442.215147.","Mendonca S","Saudi J Kidney Dis Transpl","2017","2017/09/23","","","10.4103/1319-2442.215147"
"26151848","Behavioral Deficits Are Accompanied by Immunological and Neurochemical Changes in a Mouse Model for Neuropsychiatric Lupus (NP-SLE)","Li Y, Eskelund AR, Zhou H, Budac DP, Sánchez C, Gulinello M.","Int J Mol Sci. 2015 Jul 3;16(7):15150-71. doi: 10.3390/ijms160715150.","Li Y","Int J Mol Sci","2015","2015/07/08","PMC4519892","","10.3390/ijms160715150"
"23472149","Interleukin-17 expression positively correlates with disease severity of lupus nephritis by increasing anti-double-stranded DNA antibody production in a lupus model induced by activated lymphocyte derived DNA","Wen Z, Xu L, Xu W, Yin Z, Gao X, Xiong S.","PLoS One. 2013;8(3):e58161. doi: 10.1371/journal.pone.0058161. Epub 2013 Mar 5.","Wen Z","PLoS One","2013","2013/03/09","PMC3589375","","10.1371/journal.pone.0058161"
"33367829","Quantitative MRI adds to neuropsychiatric lupus diagnostics","Ramirez GA, Rocca MA, Preziosa P, Bozzolo EP, Pagani E, Canti V, Moiola L, Rovere-Querini P, Manfredi AA, Filippi M.","Rheumatology (Oxford). 2021 Jul 1;60(7):3278-3288. doi: 10.1093/rheumatology/keaa779.","Ramirez GA","Rheumatology (Oxford)","2021","2020/12/28","","","10.1093/rheumatology/keaa779"
"34429335","Development of a lupus nephritis suboptimal response prediction tool using renal histopathological and clinical laboratory variables at the time of diagnosis","Helget LN, Dillon DJ, Wolf B, Parks LP, Self SE, Bruner ET, Oates EE, Oates JC.","Lupus Sci Med. 2021 Aug;8(1):e000489. doi: 10.1136/lupus-2021-000489.","Helget LN","Lupus Sci Med","2021","2021/08/25","PMC8386213","","10.1136/lupus-2021-000489"
"23555760","Human parvovirus B19 NS1 protein aggravates liver injury in NZB/W F1 mice","Tsai CC, Chiu CC, Hsu JD, Hsu HS, Tzang BS, Hsu TC.","PLoS One. 2013;8(3):e59724. doi: 10.1371/journal.pone.0059724. Epub 2013 Mar 21.","Tsai CC","PLoS One","2013","2013/04/05","PMC3605340","","10.1371/journal.pone.0059724"
"33578738","Remodeling of Neurotransmission, Chemokine, and PI3K-AKT Signaling Genomic Fabrics in Neuropsychiatric Systemic Lupus Erythematosus","Iacobas D, Wen J, Iacobas S, Schwartz N, Putterman C.","Genes (Basel). 2021 Feb 10;12(2):251. doi: 10.3390/genes12020251.","Iacobas D","Genes (Basel)","2021","2021/02/13","PMC7916450","","10.3390/genes12020251"
"25012167","Colony-stimulating factor-1: a potential biomarker for lupus nephritis","Menke J, Amann K, Cavagna L, Blettner M, Weinmann A, Schwarting A, Kelley VR.","J Am Soc Nephrol. 2015 Feb;26(2):379-89. doi: 10.1681/ASN.2013121356. Epub 2014 Jul 10.","Menke J","J Am Soc Nephrol","2015","2014/07/12","PMC4310658","","10.1681/ASN.2013121356"
"31296141","Complement alternative pathway activation associated with pulmonary hypertension in lupus nephritis patients","Li Q, Li H, Shi J, He B, Yu F.","Lupus. 2019 Aug;28(9):1051-1061. doi: 10.1177/0961203319860192. Epub 2019 Jul 11.","Li Q","Lupus","2019","2019/07/13","","","10.1177/0961203319860192"
"33622346","Engaging patients and parents to improve mental health intervention for youth with rheumatological disease","Fawole OA, Reed MV, Harris JG, Hersh A, Rodriguez M, Onel K, Lawson E, Rubinstein T, Ardalan K, Morgan E, Paul A, Barlin J, Daly RP, Dave M, Malloy S, Hume S, Schrandt S, Marrow L, Chapson A, Napoli D, Napoli M, Moyer M, Delgaizo V, Danguecan A, von Scheven E, Knight A; CARRA Investigators.","Pediatr Rheumatol Online J. 2021 Feb 23;19(1):19. doi: 10.1186/s12969-021-00503-7.","Fawole OA","Pediatr Rheumatol Online J","2021","2021/02/24","PMC7901209","","10.1186/s12969-021-00503-7"
"33407043","""It's not lupus"". A placental site trophoblastic tumor presenting as a lupus-like paraneoplastic syndrome. A grand round case","van der Lely SJ, Boorsma J, Hilhorst M, Kers J, Roelofs J, Jakulj L, van Onna M.","Lupus. 2021 Mar;30(3):495-501. doi: 10.1177/0961203320981765. Epub 2021 Jan 6.","van der Lely SJ","Lupus","2021","2021/01/07","PMC7930597","","10.1177/0961203320981765"
"26283469","Elevated expression of platelet-derived chemokines in patients with antiphospholipid syndrome","Patsouras MD, Sikara MP, Grika EP, Moutsopoulos HM, Tzioufas AG, Vlachoyiannopoulos PG.","J Autoimmun. 2015 Dec;65:30-7. doi: 10.1016/j.jaut.2015.08.001. Epub 2015 Aug 15.","Patsouras MD","J Autoimmun","2015","2015/08/19","","","10.1016/j.jaut.2015.08.001"
"27075010","Urinary high-mobility group box-1 associates specifically with lupus nephritis class V","Jog NR, Blanco I, Lee I, Putterman C, Caricchio R.","Lupus. 2016 Dec;25(14):1551-1557. doi: 10.1177/0961203316644331. Epub 2016 Apr 12.","Jog NR","Lupus","2016","2016/04/15","PMC5061582","NIHMS772371","10.1177/0961203316644331"
"34615636","B-cell depletion with obinutuzumab for the treatment of proliferative lupus nephritis: a randomised, double-blind, placebo-controlled trial","Furie RA, Aroca G, Cascino MD, Garg JP, Rovin BH, Alvarez A, Fragoso-Loyo H, Zuta-Santillan E, Schindler T, Brunetta P, Looney CM, Hassan I, Malvar A.","Ann Rheum Dis. 2022 Jan;81(1):100-107. doi: 10.1136/annrheumdis-2021-220920. Epub 2021 Oct 6.","Furie RA","Ann Rheum Dis","2022","2021/10/07","PMC8762029","","10.1136/annrheumdis-2021-220920"
"27304068","Comparison of Outcomes between Individuals with Pure and Mixed Lupus Nephritis: A Retrospective Study","Ilori TO, Enofe N, Oommen A, Cobb J, Navarrete J, Adedinsewo DA, Oshikoya O, Fevrier H, Farris AB, Plantinga L, Ojo AO.","PLoS One. 2016 Jun 15;11(6):e0157485. doi: 10.1371/journal.pone.0157485. eCollection 2016.","Ilori TO","PLoS One","2016","2016/06/16","PMC4909281","","10.1371/journal.pone.0157485"
"28667184","Identification, Confirmation, and Replication of Novel Urinary MicroRNA Biomarkers in Lupus Nephritis and Diabetic Nephropathy","Cardenas-Gonzalez M, Srivastava A, Pavkovic M, Bijol V, Rennke HG, Stillman IE, Zhang X, Parikh S, Rovin BH, Afkarian M, de Boer IH, Himmelfarb J, Waikar SS, Vaidya VS.","Clin Chem. 2017 Sep;63(9):1515-1526. doi: 10.1373/clinchem.2017.274175. Epub 2017 Jun 30.","Cardenas-Gonzalez M","Clin Chem","2017","2017/07/02","PMC5610914","NIHMS904242","10.1373/clinchem.2017.274175"
"34664831","Lupus podocytopathy superimposed on diabetic glomerulosclerosis: A case report","Liu L, Murray B, Tomaszewski JE.","Medicine (Baltimore). 2021 Sep 17;100(37):e27077. doi: 10.1097/MD.0000000000027077.","Liu L","Medicine (Baltimore)","2021","2021/10/19","PMC8448049","","10.1097/MD.0000000000027077"
"24957876","Parasites alter the pathological phenotype of lupus nephritis","Miyake K, Adachi K, Watanabe M, Sasatomi Y, Ogahara S, Abe Y, Ito K, Dan Justin YK, Saito T, Nakashima H, Hamano S.","Autoimmunity. 2014 Dec;47(8):538-47. doi: 10.3109/08916934.2014.929669. Epub 2014 Jun 24.","Miyake K","Autoimmunity","2014","2014/06/25","PMC4266101","","10.3109/08916934.2014.929669"
"23764764","Progressive improvement of patient and renal survival and reduction of morbidity over time in patients with lupus nephritis (LN) followed for 20 years","Moroni G, Quaglini S, Gallelli B, Banfi G, Messa P, Ponticelli C.","Lupus. 2013 Jul;22(8):810-8. doi: 10.1177/0961203313492576. Epub 2013 Jun 13.","Moroni G","Lupus","2013","2013/06/15","","","10.1177/0961203313492576"
"28697806","Control of lupus nephritis by changes of gut microbiota","Mu Q, Zhang H, Liao X, Lin K, Liu H, Edwards MR, Ahmed SA, Yuan R, Li L, Cecere TE, Branson DB, Kirby JL, Goswami P, Leeth CM, Read KA, Oestreich KJ, Vieson MD, Reilly CM, Luo XM.","Microbiome. 2017 Jul 11;5(1):73. doi: 10.1186/s40168-017-0300-8.","Mu Q","Microbiome","2017","2017/07/13","PMC5505136","","10.1186/s40168-017-0300-8"
"23908311","Immune dysregulation and autoimmunity in bipolar disorder: Synthesis of the evidence and its clinical application","Rege S, Hodgkinson SJ.","Aust N Z J Psychiatry. 2013 Dec;47(12):1136-51. doi: 10.1177/0004867413499077. Epub 2013 Aug 1.","Rege S","Aust N Z J Psychiatry","2013","2013/08/03","","","10.1177/0004867413499077"
"27920678","Diffuse Bullous Eruptions in an Elderly Woman: Late-Onset Bullous Systemic Lupus Erythematosus","Boddu P, Nadiri M, Malik O.","Case Rep Dermatol. 2016 Oct 13;8(3):278-282. doi: 10.1159/000448392. eCollection 2016 Sep-Dec.","Boddu P","Case Rep Dermatol","2016","2016/12/07","PMC5121548","","10.1159/000448392"
"30973283","Glomerular expression of matrix metalloproteinases in systemic lupus erythematosus in association with activity index and renal function","Adamidis KN, Kopaka ME, Petraki C, Charitaki E, Apostolou T, Christodoulidou C, Nikolopoulou N, Giatromanolaki A, Vargemesis V, Passadakis P.","Ren Fail. 2019 Nov;41(1):229-237. doi: 10.1080/0886022X.2019.1591998.","Adamidis KN","Ren Fail","2019","2019/04/12","PMC6461111","","10.1080/0886022X.2019.1591998"
"23815467","Immunoglobulin G anti-endothelial cell antibodies: inducers of endothelial cell apoptosis in pulmonary arterial hypertension?","Arends SJ, Damoiseaux JG, Duijvestijn AM, Debrus-Palmans L, Vroomen M, Boomars KA, Brunner-La Rocca HP, Reutelingsperger CP, Cohen Tervaert JW, van Paassen P.","Clin Exp Immunol. 2013 Dec;174(3):433-40. doi: 10.1111/cei.12166.","Arends SJ","Clin Exp Immunol","2013","2013/07/03","PMC3826309","","10.1111/cei.12166"
"25385550","Function of the Th17/interleukin-17A immune response in murine lupus nephritis","Schmidt T, Paust HJ, Krebs CF, Turner JE, Kaffke A, Bennstein SB, Koyro T, Peters A, Velden J, Hünemörder S, Haag F, Steinmetz OM, Mittrücker HW, Stahl RA, Panzer U.","Arthritis Rheumatol. 2015 Feb;67(2):475-87. doi: 10.1002/art.38955.","Schmidt T","Arthritis Rheumatol","2015","2014/11/12","","","10.1002/art.38955"
"24189280","Prednisone in lupus nephritis: how much is enough?","Ruiz-Irastorza G, Danza A, Perales I, Villar I, Garcia M, Delgado S, Khamashta M.","Autoimmun Rev. 2014 Feb;13(2):206-14. doi: 10.1016/j.autrev.2013.10.013. Epub 2013 Nov 2.","Ruiz-Irastorza G","Autoimmun Rev","2014","2013/11/06","","","10.1016/j.autrev.2013.10.013"
"33305541","Comparison of Lesional Juvenile Myositis and Lupus Skin Reveals Overlapping Yet Unique Disease Pathophysiology","Turnier JL, Pachman LM, Lowe L, Tsoi LC, Elhaj S, Menon R, Amoruso MC, Morgan GA, Gudjonsson JE, Berthier CC, Kahlenberg JM.","Arthritis Rheumatol. 2021 Jun;73(6):1062-1072. doi: 10.1002/art.41615. Epub 2021 May 2.","Turnier JL","Arthritis Rheumatol","2021","2020/12/11","PMC8274390","NIHMS1720275","10.1002/art.41615"
"31572632","Cardiac Tamponade in an 18-year-old Male with Undiagnosed Systemic Lupus Erythematosus","Larson NP, Frawley TC, Long B.","Cureus. 2019 Jul 21;11(7):e5186. doi: 10.7759/cureus.5186.","Larson NP","Cureus","2019","2019/10/02","PMC6760573","","10.7759/cureus.5186"
"26528285","Immune Response Modulation by Vitamin D: Role in Systemic Lupus Erythematosus","Iruretagoyena M, Hirigoyen D, Naves R, Burgos PI.","Front Immunol. 2015 Oct 12;6:513. doi: 10.3389/fimmu.2015.00513. eCollection 2015.","Iruretagoyena M","Front Immunol","2015","2015/11/04","PMC4600954","","10.3389/fimmu.2015.00513"
