PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26228390","Study protocol for a randomised controlled trial evaluating the efficacy of a telehealth program--management of asthma with supportive telehealth of respiratory function in pregnancy (MASTERY©)","Zairina E, Abramson MJ, McDonald CF, Li J, Dharmasiri T, Stewart K, Walker SP, Paul E, George J.","BMC Pulm Med. 2015 Jul 31;15:84. doi: 10.1186/s12890-015-0082-3.","Zairina E","BMC Pulm Med","2015","2015/08/01","PMC4521452","","10.1186/s12890-015-0082-3"
"35075613","Candidate Circulating Biomarkers of Spontaneous Miscarriage After IVF-ET Identified via Coupling Machine Learning and Serum Lipidomics Profiling","Luan CX, Xie WD, Liu D, Li W, Yuan ZW.","Reprod Sci. 2022 Mar;29(3):750-760. doi: 10.1007/s43032-021-00830-w. Epub 2022 Jan 24.","Luan CX","Reprod Sci","2022","2022/01/25","","","10.1007/s43032-021-00830-w"
"35684026","Implications of Indirect Biomarkers of Intestinal Permeability in the Stools of Newborns and Infants with Perinatal Risk Factors for Intestinal Colonization Disorders and Infant Feeding Patterns","Sochaczewska D, Ziętek M, Dołęgowska B, Kordek A, Szczuko M.","Nutrients. 2022 May 26;14(11):2224. doi: 10.3390/nu14112224.","Sochaczewska D","Nutrients","2022","2022/06/10","PMC9182768","","10.3390/nu14112224"
"27230536","Innate immune responses in human hepatocyte-derived cell lines alter genotype 1 hepatitis E virus replication efficiencies","Devhare PB, Desai S, Lole KS.","Sci Rep. 2016 May 27;6:26827. doi: 10.1038/srep26827.","Devhare PB","Sci Rep","2016","2016/05/28","PMC4882509","","10.1038/srep26827"
"30063758","Reimmunization increases contraceptive effectiveness of gonadotropin-releasing hormone vaccine (GonaCon-Equine) in free-ranging horses (Equus caballus): Limitations and side effects","Baker DL, Powers JG, Ransom JI, McCann BE, Oehler MW, Bruemmer JE, Galloway NL, Eckery DC, Nett TM.","PLoS One. 2018 Jul 31;13(7):e0201570. doi: 10.1371/journal.pone.0201570. eCollection 2018.","Baker DL","PLoS One","2018","2018/08/01","PMC6067756","","10.1371/journal.pone.0201570"
"22951357","Maternal autism-associated IgG antibodies delay development and produce anxiety in a mouse gestational transfer model","Braunschweig D, Golub MS, Koenig CM, Qi L, Pessah IN, Van de Water J, Berman RF.","J Neuroimmunol. 2012 Nov 15;252(1-2):56-65. doi: 10.1016/j.jneuroim.2012.08.002. Epub 2012 Aug 27.","Braunschweig D","J Neuroimmunol","2012","2012/09/07","PMC4096980","NIHMS404012","10.1016/j.jneuroim.2012.08.002"
"25365504","Salmonella enterica serovar Enteritidis enterocolitis during late stages of gestation induces an adverse pregnancy outcome in the murine model","Noto Llana M, Sarnacki SH, Aya Castañeda Mdel R, Pustovrh MC, Gartner AS, Buzzola FR, Cerquetti MC, Giacomodonato MN.","PLoS One. 2014 Nov 3;9(11):e111282. doi: 10.1371/journal.pone.0111282. eCollection 2014.","Noto Llana M","PLoS One","2014","2014/11/04","PMC4218719","","10.1371/journal.pone.0111282"
"29131096","Women Serum Concentrations of the IL-10 Family of Cytokines and IFN-γ Decrease from the Third Trimester of Pregnancy to Active Labor","Reyes-Lagos JJ, Peña-Castillo MÁ, Echeverría JC, Pérez-Sánchez G, Álvarez-Herrera S, Becerril-Villanueva E, Pavón L, Ayala-Yáñez R, González-Camarena R, Pacheco-López G.","Neuroimmunomodulation. 2017;24(3):162-170. doi: 10.1159/000480734. Epub 2017 Nov 4.","Reyes-Lagos JJ","Neuroimmunomodulation","2017","2017/11/14","","","10.1159/000480734"
"35255446","Low molecular weight heparin -induced miRNA changes in peripheral blood mononuclear cells in pregnancies with unexplained recurrent pregnancy loss","Bruno V, Amati F, Ticconi C, Riccio S, Vancheri C, Rizzacasa B, Splendiani E, Ferretti E, Ernerudh J, Piccione E, Pietropolli A.","J Reprod Immunol. 2022 Jun;151:103502. doi: 10.1016/j.jri.2022.103502. Epub 2022 Feb 25.","Bruno V","J Reprod Immunol","2022","2022/03/07","","","10.1016/j.jri.2022.103502"
"23462170","Comparison of metabolic, hematological, and peripheral blood leukocyte cytokine profiles of dairy cows and heifers during the periparturient period","Jonsson NN, Fortes MRS, Piper EK, Vankan DM, de Cisneros JPJ, Wittek T.","J Dairy Sci. 2013 Apr;96(4):2283-2292. doi: 10.3168/jds.2012-6173. Epub 2013 Feb 22.","Jonsson NN","J Dairy Sci","2013","2013/03/07","","","10.3168/jds.2012-6173"
"35998016","Comparative proteome profiling of seminal components reveal impaired immune cell signalling as paternal contributors in recurrent pregnancy loss patients","Jena SR, Nayak J, Kumar S, Kar S, Samanta L.","Am J Reprod Immunol. 2022 Aug 23:e13613. doi: 10.1111/aji.13613. Online ahead of print.","Jena SR","Am J Reprod Immunol","2022","2022/08/23","","","10.1111/aji.13613"
"25056226","Effects of bifidobacterial supplementation to pregnant women and infants in the prevention of allergy development in infants and on fecal microbiota","Enomoto T, Sowa M, Nishimori K, Shimazu S, Yoshida A, Yamada K, Furukawa F, Nakagawa T, Yanagisawa N, Iwabuchi N, Odamaki T, Abe F, Nakayama J, Xiao JZ.","Allergol Int. 2014 Dec;63(4):575-85. doi: 10.2332/allergolint.13-OA-0683. Epub 2014 Jul 25.","Enomoto T","Allergol Int","2014","2014/07/25","","","10.2332/allergolint.13-OA-0683"
"26448646","Influenza Transmission in the Mother-Infant Dyad Leads to Severe Disease, Mammary Gland Infection, and Pathogenesis by Regulating Host Responses","Paquette SG, Banner D, Huang SS, Almansa R, Leon A, Xu L, Bartoszko J, Kelvin DJ, Kelvin AA.","PLoS Pathog. 2015 Oct 8;11(10):e1005173. doi: 10.1371/journal.ppat.1005173. eCollection 2015 Oct.","Paquette SG","PLoS Pathog","2015","2015/10/09","PMC4598190","","10.1371/journal.ppat.1005173"
"25646591","Influence of maternal infections on neonatal acute phase proteins and their interaction in the development of non-affective psychosis","Blomström Å, Gardner RM, Dalman C, Yolken RH, Karlsson H.","Transl Psychiatry. 2015 Feb 3;5(2):e502. doi: 10.1038/tp.2014.142.","Blomström Å","Transl Psychiatry","2015","2015/02/04","PMC4445745","","10.1038/tp.2014.142"
"22310921","Maternal immune activation by LPS selectively alters specific gene expression profiles of interneuron migration and oxidative stress in the fetus without triggering a fetal immune response","Oskvig DB, Elkahloun AG, Johnson KR, Phillips TM, Herkenham M.","Brain Behav Immun. 2012 May;26(4):623-34. doi: 10.1016/j.bbi.2012.01.015. Epub 2012 Jan 30.","Oskvig DB","Brain Behav Immun","2012","2012/02/08","PMC3285385","NIHMS354341","10.1016/j.bbi.2012.01.015"
"24973728","The risk for behavioural deficits is determined by the maternal immune response to prenatal immune challenge in a neurodevelopmental model","Missault S, Van den Eynde K, Vanden Berghe W, Fransen E, Weeren A, Timmermans JP, Kumar-Singh S, Dedeurwaerdere S.","Brain Behav Immun. 2014 Nov;42:138-46. doi: 10.1016/j.bbi.2014.06.013. Epub 2014 Jun 26.","Missault S","Brain Behav Immun","2014","2014/06/29","","","10.1016/j.bbi.2014.06.013"
"29843819","The effect of lipopolysaccharide on the expression level of immunomodulatory and immunostimulatory factors of human amniotic epithelial cells","Taheri RA, Motedayyen H, Ghotloo S, Masjedi M, Mosaffa N, Mirshafiey A, Saffari M.","BMC Res Notes. 2018 May 29;11(1):343. doi: 10.1186/s13104-018-3411-9.","Taheri RA","BMC Res Notes","2018","2018/05/31","PMC5975661","","10.1186/s13104-018-3411-9"
"35807933","Study Protocol for a Randomised Controlled Trial Investigating the Effects of Maternal Prebiotic Fibre Dietary Supplementation from Mid-Pregnancy to Six Months' Post-Partum on Child Allergic Disease Outcomes","Palmer DJ, Keelan J, Garssen J, Simmer K, Jenmalm MC, Srinivasjois R, Silva D, Prescott SL.","Nutrients. 2022 Jul 2;14(13):2753. doi: 10.3390/nu14132753.","Palmer DJ","Nutrients","2022","2022/07/09","PMC9268759","","10.3390/nu14132753"
"30823645","Histone Acetylation of Immune Regulatory Genes in Human Placenta in Association with Maternal Intake of Olive Oil and Fish Consumption","Acevedo N, Frumento P, Harb H, Alashkar Alhamwe B, Johansson C, Eick L, Alm J, Renz H, Scheynius A, Potaczek DP.","Int J Mol Sci. 2019 Mar 1;20(5):1060. doi: 10.3390/ijms20051060.","Acevedo N","Int J Mol Sci","2019","2019/03/03","PMC6429118","","10.3390/ijms20051060"
"27760752","Ectopic Trophoblast Allografts in the Horse Resist Destruction by Secondary Immune Responses","Brosnahan MM, Silvela EJ, Crumb J, Miller DC, Erb HN, Antczak DF.","Biol Reprod. 2016 Dec;95(6):135. doi: 10.1095/biolreprod.115.137851. Epub 2016 Oct 19.","Brosnahan MM","Biol Reprod","2016","2016/10/21","PMC5315430","","10.1095/biolreprod.115.137851"
"25990415","Expression of eight glucocorticoid receptor isoforms in the human preterm placenta vary with fetal sex and birthweight","Saif Z, Hodyl NA, Stark MJ, Fuller PJ, Cole T, Lu N, Clifton VL.","Placenta. 2015 Jul;36(7):723-30. doi: 10.1016/j.placenta.2015.05.001. Epub 2015 May 9.","Saif Z","Placenta","2015","2015/05/21","PMC4830346","NIHMS775556","10.1016/j.placenta.2015.05.001"
"25441650","Maternal allergy increases susceptibility to offspring allergy in association with TH2-biased epigenetic alterations in a mouse model of peanut allergy","Song Y, Liu C, Hui Y, Srivastava K, Zhou Z, Chen J, Miller RL, Finkelman FD, Li XM.","J Allergy Clin Immunol. 2014 Dec;134(6):1339-1345.e7. doi: 10.1016/j.jaci.2014.08.034. Epub 2014 Oct 16.","Song Y","J Allergy Clin Immunol","2014","2014/12/03","PMC4261001","NIHMS628658","10.1016/j.jaci.2014.08.034"
"26048442","Early life exposure to bisphenol A investigated in mouse models of airway allergy, food allergy and oral tolerance","Nygaard UC, Vinje NE, Samuelsen M, Andreassen M, Groeng EC, Bølling AK, Becher R, Lovik M, Bodin J.","Food Chem Toxicol. 2015 Sep;83:17-25. doi: 10.1016/j.fct.2015.05.009. Epub 2015 Jun 3.","Nygaard UC","Food Chem Toxicol","2015","2015/06/07","","","10.1016/j.fct.2015.05.009"
"24709094","Time trends of polycyclic aromatic hydrocarbon exposure in New York City from 2001 to 2012: assessed by repeat air and urine samples","Jung KH, Liu B, Lovinsky-Desir S, Yan B, Camann D, Sjodin A, Li Z, Perera F, Kinney P, Chillrud S, Miller RL.","Environ Res. 2014 May;131:95-103. doi: 10.1016/j.envres.2014.02.017. Epub 2014 Apr 5.","Jung KH","Environ Res","2014","2014/04/09","PMC4031101","NIHMS577013","10.1016/j.envres.2014.02.017"
"29184093","Intrapartum antibiotics for GBS prophylaxis alter colonization patterns in the early infant gut microbiome of low risk infants","Stearns JC, Simioni J, Gunn E, McDonald H, Holloway AC, Thabane L, Mousseau A, Schertzer JD, Ratcliffe EM, Rossi L, Surette MG, Morrison KM, Hutton EK.","Sci Rep. 2017 Nov 28;7(1):16527. doi: 10.1038/s41598-017-16606-9.","Stearns JC","Sci Rep","2017","2017/11/30","PMC5705725","","10.1038/s41598-017-16606-9"
"24274151","Prenatal exposure to cigarette smoke alters later-life antitumor cytotoxic T-lymphocyte (CTL) activity via possible changes in T-regulatory cells","Ng SP, Silverstone AE, Lai ZW, Zelikoff JT.","J Toxicol Environ Health A. 2013;76(19):1096-110. doi: 10.1080/15287394.2013.839976.","Ng SP","J Toxicol Environ Health A","2013","2013/11/27","","","10.1080/15287394.2013.839976"
"23468854","Elevated soluble triggering receptor expressed on myeloid cells (sTREM)-1 levels in maternal serum during term and preterm labor","Tency I, Verstraelen H, Saerens B, Verhasselt B, Vaneechoutte M, Degomme O, Verhelst R, Temmerman M.","PLoS One. 2013;8(2):e56050. doi: 10.1371/journal.pone.0056050. Epub 2013 Feb 28.","Tency I","PLoS One","2013","2013/03/08","PMC3585334","","10.1371/journal.pone.0056050"
"22280894","In utero activation of fetal memory T cells alters host regulatory gene expression and affects HIV susceptibility","Steiner KL, Malhotra I, Mungai PL, Muchiri EM, Dent AE, King CL.","Virology. 2012 Mar 30;425(1):23-30. doi: 10.1016/j.virol.2012.01.003. Epub 2012 Jan 26.","Steiner KL","Virology","2012","2012/01/28","PMC3725764","NIHMS352978","10.1016/j.virol.2012.01.003"
"23088119","[Characteristics of clinical and laboratory parameters in women under the conditions of a large industrial center]","Ignat'eva IIu, Konstantinova OD.","Gig Sanit. 2012 May-Jun;(3):31-2.","Ignat'eva IIu","Gig Sanit","2012","2012/10/24","","",""
"28707000","Inducing maternal inflammation promotes leptin production in offspring but does not improve allergic symptoms in a mouse model of allergic rhinitis","Imai A, Satoi K, Fujimoto E, Sato K.","Heliyon. 2017 Jun 22;3(6):e00327. doi: 10.1016/j.heliyon.2017.e00327. eCollection 2017 Jun.","Imai A","Heliyon","2017","2017/07/15","PMC5484967","","10.1016/j.heliyon.2017.e00327"
"34884454","Characterization of the Transient Deficiency of PKC Isozyme Levels in Immature Cord Blood T Cells and Its Connection to Anti-Allergic Cytokine Profiles of the Matured Cells","Perveen K, Quach A, Stark MJ, Prescott SL, Barry SC, Hii CS, Ferrante A.","Int J Mol Sci. 2021 Nov 23;22(23):12650. doi: 10.3390/ijms222312650.","Perveen K","Int J Mol Sci","2021","2021/12/10","PMC8657888","","10.3390/ijms222312650"
"24048181","Immunity status against poliomyelitis in childbearing women in a province of northern Italy. A cross-sectional analysis","Veronesi L, Affanni P, Verrotti di Pianella C, Colucci ME, Tanzi ML.","Ann Ig. 2013 Sep-Oct;25(5):427-33. doi: 10.7416/ai.2013.1944.","Veronesi L","Ann Ig","2013","2013/09/20","","","10.7416/ai.2013.1944"
"29780389","Deep Surveying of the Transcriptional and Alternative Splicing Signatures for Decidual CD8(+) T Cells at the First Trimester of Human Healthy Pregnancy","Zeng W, Liu X, Liu Z, Zheng Y, Yu T, Fu S, Li X, Zhang J, Zhang S, Ma X, Liu XR, Qin X, Khanniche A, Zhang Y, Tian F, Lin Y.","Front Immunol. 2018 May 4;9:937. doi: 10.3389/fimmu.2018.00937. eCollection 2018.","Zeng W","Front Immunol","2018","2018/05/22","PMC5946033","","10.3389/fimmu.2018.00937"
"29410216","Hormones, sex, and asthma","Yung JA, Fuseini H, Newcomb DC.","Ann Allergy Asthma Immunol. 2018 May;120(5):488-494. doi: 10.1016/j.anai.2018.01.016. Epub 2018 Feb 2.","Yung JA","Ann Allergy Asthma Immunol","2018","2018/02/08","PMC5936670","NIHMS936647","10.1016/j.anai.2018.01.016"
"32942990","Multidrug-resistant Mycobacterium tuberculosis: a report of cosmopolitan microbial migration and an analysis of best management practices","Joean O, Thiele T, Schütz K, Schwerk N, Sedlacek L, Kalsdorf B, Baumann U, Stoll M.","BMC Infect Dis. 2020 Sep 17;20(1):678. doi: 10.1186/s12879-020-05381-0.","Joean O","BMC Infect Dis","2020","2020/09/18","PMC7499973","","10.1186/s12879-020-05381-0"
"35831891","Considerations in the management of hereditary angioedema due to C1-INH deficiency in women of childbearing age","Hsu FI, Lumry W, Riedl M, Tachdjian R.","Allergy Asthma Clin Immunol. 2022 Jul 13;18(1):64. doi: 10.1186/s13223-022-00689-9.","Hsu FI","Allergy Asthma Clin Immunol","2022","2022/07/13","PMC9281160","","10.1186/s13223-022-00689-9"
"24367497","No evidence of sexual risk compensation in the iPrEx trial of daily oral HIV preexposure prophylaxis","Marcus JL, Glidden DV, Mayer KH, Liu AY, Buchbinder SP, Amico KR, McMahan V, Kallas EG, Montoya-Herrera O, Pilotto J, Grant RM.","PLoS One. 2013 Dec 18;8(12):e81997. doi: 10.1371/journal.pone.0081997. eCollection 2013.","Marcus JL","PLoS One","2013","2013/12/25","PMC3867330","","10.1371/journal.pone.0081997"
"23967126","IgA and neutralizing antibodies to influenza a virus in human milk: a randomized trial of antenatal influenza immunization","Schlaudecker EP, Steinhoff MC, Omer SB, McNeal MM, Roy E, Arifeen SE, Dodd CN, Raqib R, Breiman RF, Zaman K.","PLoS One. 2013 Aug 14;8(8):e70867. doi: 10.1371/journal.pone.0070867. eCollection 2013.","Schlaudecker EP","PLoS One","2013","2013/08/23","PMC3743877","","10.1371/journal.pone.0070867"
"35517798","Immunological Changes in Pregnancy and Prospects of Therapeutic Pla-Xosomes in Adverse Pregnancy Outcomes","Devvanshi H, Kachhwaha R, Manhswita A, Bhatnagar S, Kshetrapal P.","Front Pharmacol. 2022 Apr 20;13:895254. doi: 10.3389/fphar.2022.895254. eCollection 2022.","Devvanshi H","Front Pharmacol","2022","2022/05/06","PMC9065684","","10.3389/fphar.2022.895254"
"23392568","Maternal exposure to mercury chloride during pregnancy and lactation affects the immunity and social behavior of offspring","Zhang Y, Bolivar VJ, Lawrence DA.","Toxicol Sci. 2013 May;133(1):101-11. doi: 10.1093/toxsci/kft023. Epub 2013 Feb 7.","Zhang Y","Toxicol Sci","2013","2013/02/09","PMC3693512","","10.1093/toxsci/kft023"
"28830530","Prenatal tobacco smoke exposure predisposes offspring mice to exacerbated allergic airway inflammation associated with altered innate effector function","Ferrini M, Carvalho S, Cho YH, Postma B, Miranda Marques L, Pinkerton K, Roberts K, Jaffar Z.","Part Fibre Toxicol. 2017 Aug 22;14(1):30. doi: 10.1186/s12989-017-0212-6.","Ferrini M","Part Fibre Toxicol","2017","2017/08/24","PMC5567899","","10.1186/s12989-017-0212-6"
"34675929","IFNγ-Producing γ/δ T Cells Accumulate in the Fetal Brain Following Intrauterine Inflammation","Lewis EL, Tulina N, Anton L, Brown AG, Porrett PM, Elovitz MA.","Front Immunol. 2021 Oct 4;12:741518. doi: 10.3389/fimmu.2021.741518. eCollection 2021.","Lewis EL","Front Immunol","2021","2021/10/22","PMC8524441","","10.3389/fimmu.2021.741518"
"30808738","In utero ultrafine particulate matter exposure causes offspring pulmonary immunosuppression","Rychlik KA, Secrest JR, Lau C, Pulczinski J, Zamora ML, Leal J, Langley R, Myatt LG, Raju M, Chang RC, Li Y, Golding MC, Rodrigues-Hoffmann A, Molina MJ, Zhang R, Johnson NM.","Proc Natl Acad Sci U S A. 2019 Feb 26;116(9):3443-3448. doi: 10.1073/pnas.1816103116. Epub 2019 Feb 11.","Rychlik KA","Proc Natl Acad Sci U S A","2019","2019/02/28","PMC6397543","","10.1073/pnas.1816103116"
"33951269","The impact of aging on innate and adaptive immunity in the human female genital tract","Rodriguez-Garcia M, Patel MV, Shen Z, Wira CR.","Aging Cell. 2021 May;20(5):e13361. doi: 10.1111/acel.13361. Epub 2021 May 5.","Rodriguez-Garcia M","Aging Cell","2021","2021/05/05","PMC8135005","","10.1111/acel.13361"
"33633588","The Physiological Mechanisms of the Sex-Based Difference in Outcomes of COVID19 Infection","Wray S, Arrowsmith S.","Front Physiol. 2021 Feb 9;12:627260. doi: 10.3389/fphys.2021.627260. eCollection 2021.","Wray S","Front Physiol","2021","2021/02/26","PMC7900431","","10.3389/fphys.2021.627260"
"27583368","Sequential Immunization with gp140 Boosts Immune Responses Primed by Modified Vaccinia Ankara or DNA in HIV-Uninfected South African Participants","Churchyard G, Mlisana K, Karuna S, Williamson AL, Williamson C, Morris L, Tomaras GD, De Rosa SC, Gilbert PB, Gu N, Yu C, Mkhize NN, Hermanus T, Allen M, Pensiero M, Barnett SW, Gray G, Bekker LG, Montefiori DC, Kublin J, Corey L.","PLoS One. 2016 Sep 1;11(9):e0161753. doi: 10.1371/journal.pone.0161753. eCollection 2016.","Churchyard G","PLoS One","2016","2016/09/02","PMC5008759","","10.1371/journal.pone.0161753"
"23016620","Breast milk-acquired cytomegalovirus infection in very low birth weight infants","Lombardi G, Garofoli F, Manzoni P, Stronati M.","J Matern Fetal Neonatal Med. 2012 Oct;25 Suppl 3:57-62. doi: 10.3109/14767058.2012.712345.","Lombardi G","J Matern Fetal Neonatal Med","2012","2012/09/29","","","10.3109/14767058.2012.712345"
"32038075","Female Unexplained Infertility: A Disease with Imbalanced Adaptive Immunity","Ehsani M, Mohammadnia-Afrouzi M, Mirzakhani M, Esmaeilzadeh S, Shahbazi M.","J Hum Reprod Sci. 2019 Oct-Dec;12(4):274-282. doi: 10.4103/jhrs.JHRS_30_19. Epub 2019 Dec 17.","Ehsani M","J Hum Reprod Sci","2019","2020/02/11","PMC6937763","","10.4103/jhrs.JHRS_30_19"
"35600205","A rapid blood test to monitor immunity shift during pregnancy and potential application for animal health management","Zheng T, Moustafa Y, Finn C, Scott S, Haase CJ, Carpinelli NA, Osorio JS, McKinstry KK, Strutt TM, Huo Q.","Sens Int. 2020;1:100009. doi: 10.1016/j.sintl.2020.100009. Epub 2020 Apr 24.","Zheng T","Sens Int","2020","2022/05/23","PMC9122116","NIHMS1754116","10.1016/j.sintl.2020.100009"
"29318622","Fish oil in infancy protects against food allergy in Iceland-Results from a birth cohort study","Clausen M, Jonasson K, Keil T, Beyer K, Sigurdardottir ST.","Allergy. 2018 Jun;73(6):1305-1312. doi: 10.1111/all.13385. Epub 2018 Jan 31.","Clausen M","Allergy","2018","2018/01/11","PMC6032905","","10.1111/all.13385"
"29301469","Trends in use of hydroxychloroquine during pregnancy in systemic lupus erythematosus patients from 2001 to 2015","Bermas BL, Kim SC, Huybrechts K, Mogun H, Hernandez-Diaz S, Bateman BT, Desai RJ.","Lupus. 2018 May;27(6):1012-1017. doi: 10.1177/0961203317749046. Epub 2018 Jan 4.","Bermas BL","Lupus","2018","2018/01/06","","","10.1177/0961203317749046"
"32174914","Prenatal Maternal Stress Causes Preterm Birth and Affects Neonatal Adaptive Immunity in Mice","Garcia-Flores V, Romero R, Furcron AE, Levenson D, Galaz J, Zou C, Hassan SS, Hsu CD, Olson D, Metz GAS, Gomez-Lopez N.","Front Immunol. 2020 Feb 26;11:254. doi: 10.3389/fimmu.2020.00254. eCollection 2020.","Garcia-Flores V","Front Immunol","2020","2020/03/17","PMC7054386","","10.3389/fimmu.2020.00254"
"34278173","Type 2 Autoimmune Hepatitis and Nonadherence to Medication Correlate With Premature Birth and Risk of Postpartum Flare","Olsen K, Hodson J, Ronca V, Bozward AG, Hayden J, Wootton G, Armstrong M, Adams DH, El-Sherif O, Ferguson J, Knox E, Johnston T, Thompson F, Oo YH.","Hepatol Commun. 2021 May 21;5(7):1252-1264. doi: 10.1002/hep4.1714. eCollection 2021 Jul.","Olsen K","Hepatol Commun","2021","2021/07/19","PMC8279459","","10.1002/hep4.1714"
"25486218","Alleviation of zearalenone toxicity by modified halloysite nanotubes in the immune response of swine","Yin S, Meng Q, Zhang B, Shi B, Shan A, Li Z.","Food Addit Contam Part A Chem Anal Control Expo Risk Assess. 2015;32(1):87-99. doi: 10.1080/19440049.2014.987700. Epub 2014 Dec 8.","Yin S","Food Addit Contam Part A Chem Anal Control Expo Risk Assess","2015","2014/12/09","","","10.1080/19440049.2014.987700"
"29936806","Impacts of long-term ragweed pollen load and other potential risk factors on ragweed pollen allergy among schoolchildren in Hungary","Vörös K, Bobvos J, Varró JM, Málnási T, Kói T, Magyar D, Rudnai P, Páldy A.","Ann Agric Environ Med. 2018 Jun 20;25(2):307-313. doi: 10.26444/aaem/82624. Epub 2018 Mar 7.","Vörös K","Ann Agric Environ Med","2018","2018/06/26","","","10.26444/aaem/82624"
"26364725","Female sex hormones modulate Porphyromonas gingivalis lipopolysaccharide-induced Toll-like receptor signaling in primary human monocytes","Jitprasertwong P, Charadram N, Kumphune S, Pongcharoen S, Sirisinha S.","J Periodontal Res. 2016 Jun;51(3):395-406. doi: 10.1111/jre.12320. Epub 2015 Sep 14.","Jitprasertwong P","J Periodontal Res","2016","2015/09/15","","","10.1111/jre.12320"
"32758036","The Effect of Mung Bean (Vigna radiata (L.)) Coat Extract on Mouse Liver Metabolism During Progesterone Withdrawal","Hashiguchi A, Okabayashi K, Yamaguchi H, Tsuchida K, Hitachi K, Isoda H.","J Med Food. 2020 Sep;23(9):967-977. doi: 10.1089/jmf.2020.4703. Epub 2020 Jul 30.","Hashiguchi A","J Med Food","2020","2020/08/08","","","10.1089/jmf.2020.4703"
"28855974","The skin microbiome: impact of modern environments on skin ecology, barrier integrity, and systemic immune programming","Prescott SL, Larcombe DL, Logan AC, West C, Burks W, Caraballo L, Levin M, Etten EV, Horwitz P, Kozyrskyj A, Campbell DE.","World Allergy Organ J. 2017 Aug 22;10(1):29. doi: 10.1186/s40413-017-0160-5. eCollection 2017.","Prescott SL","World Allergy Organ J","2017","2017/09/01","PMC5568566","","10.1186/s40413-017-0160-5"
"31772833","Stability of the vaginal, oral, and gut microbiota across pregnancy among African American women: the effect of socioeconomic status and antibiotic exposure","Dunlop AL, Knight AK, Satten GA, Cutler AJ, Wright ML, Mitchell RM, Read TD, Mulle J, Hertzberg VS, Hill CC, Smith AK, Corwin EJ.","PeerJ. 2019 Nov 21;7:e8004. doi: 10.7717/peerj.8004. eCollection 2019.","Dunlop AL","PeerJ","2019","2019/11/28","PMC6875384","","10.7717/peerj.8004"
"28815848","Inflammation and fertility in the mare","Christoffersen M, Troedsson M.","Reprod Domest Anim. 2017 Aug;52 Suppl 3:14-20. doi: 10.1111/rda.13013.","Christoffersen M","Reprod Domest Anim","2017","2017/08/18","","","10.1111/rda.13013"
"35841380","Maternal prenatal immunity, neonatal trained immunity, and early airway microbiota shape childhood asthma development","DeVries A, McCauley K, Fadrosh D, Fujimura KE, Stern DA, Lynch SV, Vercelli D.","Allergy. 2022 Jul 16. doi: 10.1111/all.15442. Online ahead of print.","DeVries A","Allergy","2022","2022/07/16","","","10.1111/all.15442"
"34071251","COVID-19 Infection during Pregnancy: Risk of Vertical Transmission, Fetal, and Neonatal Outcomes","Saadaoui M, Kumar M, Al Khodor S.","J Pers Med. 2021 May 28;11(6):483. doi: 10.3390/jpm11060483.","Saadaoui M","J Pers Med","2021","2021/06/02","PMC8227688","","10.3390/jpm11060483"
"30730998","Time and age trends in smoking cessation in Europe","Pesce G, Marcon A, Calciano L, Perret JL, Abramson MJ, Bono R, Bousquet J, Fois AG, Janson C, Jarvis D, Jõgi R, Leynaert B, Nowak D, Schlünssen V, Urrutia-Landa I, Verlato G, Villani S, Zuberbier T, Minelli C, Accordini S; Ageing Lungs in European Cohorts (ALEC) study.","PLoS One. 2019 Feb 7;14(2):e0211976. doi: 10.1371/journal.pone.0211976. eCollection 2019.","Pesce G","PLoS One","2019","2019/02/08","PMC6366773","","10.1371/journal.pone.0211976"
"29229842","Male homosexuality and maternal immune responsivity to the Y-linked protein NLGN4Y","Bogaert AF, Skorska MN, Wang C, Gabrie J, MacNeil AJ, Hoffarth MR, VanderLaan DP, Zucker KJ, Blanchard R.","Proc Natl Acad Sci U S A. 2018 Jan 9;115(2):302-306. doi: 10.1073/pnas.1705895114. Epub 2017 Dec 11.","Bogaert AF","Proc Natl Acad Sci U S A","2018","2017/12/13","PMC5777026","","10.1073/pnas.1705895114"
"25857203","Altered IgG autoantibody levels and CD4(+) T cell subsets in lupus-prone Nba2 mice lacking the nuclear progesterone receptor","Wong AH, Agrawal N, Hughes GC.","Autoimmunity. 2015;48(6):389-401. doi: 10.3109/08916934.2015.1030613. Epub 2015 Apr 10.","Wong AH","Autoimmunity","2015","2015/04/11","PMC4826613","NIHMS768514","10.3109/08916934.2015.1030613"
"32353755","Clinical and patient determinants of changing therapy in relapsing-remitting multiple sclerosis (SWITCH study)","Patti F, Chisari CG, D'Amico E, Annovazzi P, Banfi P, Bergamaschi R, Clerici R, Conti MZ, Cortese A, Fantozzi R, Fischetti M, Frigo M, Gatto M, Immovilli P, Leoni S, Malucchi S, Maniscalco G, Marfia GA, Paolicelli D, Perini P, Serrati C, Sola P, Totaro R, Turano G, Valentino P, Zaffaroni M, Zuliani C, Centonze D.","Mult Scler Relat Disord. 2020 Jul;42:102124. doi: 10.1016/j.msard.2020.102124. Epub 2020 Apr 13.","Patti F","Mult Scler Relat Disord","2020","2020/05/01","","","10.1016/j.msard.2020.102124"
