PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25164304","Persistent antiphospholipid antibody (aPL) in asymptomatic carriers as a risk factor for future thrombotic events: a nationwide prospective study","Mustonen P, Lehtonen KV, Javela K, Puurunen M.","Lupus. 2014 Dec;23(14):1468-76. doi: 10.1177/0961203314545410. Epub 2014 Aug 27.","Mustonen P","Lupus","2014","2014/08/29","","","10.1177/0961203314545410"
"30117233","Relationship between reproductive medicine for women with severe complications and maternal death in Japan","Tanaka H, Katsuragi S, Hasegawa J, Osato K, Nakata M, Murakoshi T, Sekizawa A, Kanayama N, Ishiwata I, Ikeda T.","J Obstet Gynaecol Res. 2019 Jan;45(1):164-167. doi: 10.1111/jog.13787. Epub 2018 Aug 16.","Tanaka H","J Obstet Gynaecol Res","2019","2018/08/18","","","10.1111/jog.13787"
"33201011","Rare Initial Manifestation of Lupus as Lobular Panniculitis of the Breast-A Case Report and Review of the Literature","Sharma A, Blank A, Komforti MK.","Am J Dermatopathol. 2021 May 1;43(5):381-385. doi: 10.1097/DAD.0000000000001846.","Sharma A","Am J Dermatopathol","2021","2020/11/17","","","10.1097/DAD.0000000000001846"
"31122756","Postpartum care of women with renal disease","Pillay C, Clark K.","Best Pract Res Clin Obstet Gynaecol. 2019 May;57:89-105. doi: 10.1016/j.bpobgyn.2019.03.008. Epub 2019 Apr 30.","Pillay C","Best Pract Res Clin Obstet Gynaecol","2019","2019/05/25","","","10.1016/j.bpobgyn.2019.03.008"
"31858517","High-Risk Pregnancies and Their Impact on Neonatal Primary Hemostasis","Politou M, Mougiou V, Kollia M, Sokou R, Kafalidis G, Iliodromiti Z, Valsami S, Boutsikou T, Iacovidou N.","Semin Thromb Hemost. 2020 Jun;46(4):435-445. doi: 10.1055/s-0039-3400258. Epub 2019 Dec 13.","Politou M","Semin Thromb Hemost","2020","2019/12/21","","","10.1055/s-0039-3400258"
"30416009","Diagnostic biologique des angioedèmes bradykiniques : les recommandations du CREAK","Bouillet L, Defendi F, Hardy G, Cesbron JY, Boccon-Gibod I, Deroux A, Mansard C, Launay D, Gompel A, Floccard B, Jaussaud R, Beaudouin E, Armengol G, Olliver Y, Gayet S, Du Than A, Sailler L, Guez S, Sarrat A, Sorin L, de Moreuil C, Pelletier F, Javaud N, Marmion N, Fain O, Fauré J, Dumestre-Pérard C.","Presse Med. 2019 Jan;48(1 Pt 1):55-62. doi: 10.1016/j.lpm.2018.06.015. Epub 2018 Nov 8.","Bouillet L","Presse Med","2019","2018/11/13","","","10.1016/j.lpm.2018.06.015"
"28377471","A Pregnant Woman with Lupus and Nephrotic-Range Proteinuria","Bomback AS.","Clin J Am Soc Nephrol. 2017 Sep 7;12(9):1534-1537. doi: 10.2215/CJN.13251216. Epub 2017 Apr 4.","Bomback AS","Clin J Am Soc Nephrol","2017","2017/04/06","PMC5586587","","10.2215/CJN.13251216"
"24830484","Feto-maternal outcome in pregnancies complicated by isolated fetal congenital complete heart block","Roy KK, Subbaiah M, Kumar S, Sharma JB, Singh N.","J Obstet Gynaecol. 2014 Aug;34(6):492-4. doi: 10.3109/01443615.2014.914480. Epub 2014 May 15.","Roy KK","J Obstet Gynaecol","2014","2014/05/17","","","10.3109/01443615.2014.914480"
"29269229","Central Nervous System Lupus During Pregnancy Accompanied by Hypothermia","Jeong BD, Yang JI, Kim HS, Lim SK, Kim HA.","Am J Med. 2018 Apr;131(4):e135-e136. doi: 10.1016/j.amjmed.2017.11.033. Epub 2017 Dec 18.","Jeong BD","Am J Med","2018","2017/12/23","","","10.1016/j.amjmed.2017.11.033"
"27133010","Urinary congophilia in women with hypertensive disorders of pregnancy and preexisting proteinuria or hypertension","McCarthy FP, Adetoba A, Gill C, Bramham K, Bertolaccini M, Burton GJ, Girardi G, Seed PT, Poston L, Chappell LC.","Am J Obstet Gynecol. 2016 Oct;215(4):464.e1-7. doi: 10.1016/j.ajog.2016.04.041. Epub 2016 Apr 29.","McCarthy FP","Am J Obstet Gynecol","2016","2016/05/03","","","10.1016/j.ajog.2016.04.041"
"23431749","Severe rhizomelic chondrodysplasia punctata in a fetus due to maternal mixed connective tissue disorder","Nayak SS, Adiga PK, Rai L, Girisha KM.","Genet Couns. 2012;23(4):487-91.","Nayak SS","Genet Couns","2012","2013/02/26","","",""
"23372875","Serial MR findings and comprehensive review of bilateral lupus mastitis with an additional case report","Mosier AD, Boldt B, Keylock J, Smith DV, Graham J.","J Radiol Case Rep. 2013 Jan;7(1):48-58. doi: 10.3941/jrcr.v7i1.1242. Epub 2013 Jan 1.","Mosier AD","J Radiol Case Rep","2013","2013/02/02","PMC3557134","","10.3941/jrcr.v7i1.1242"
"28331377","Management of systemic lupus erythematosus during pregnancy: challenges and solutions","Knight CL, Nelson-Piercy C.","Open Access Rheumatol. 2017 Mar 10;9:37-53. doi: 10.2147/OARRR.S87828. eCollection 2017.","Knight CL","Open Access Rheumatol","2017","2017/03/24","PMC5354538","","10.2147/OARRR.S87828"
"34717662","A case report of a severe neonatal systemic vasculitis on the first day of life","Wong S, Demirkaya E, Berard R.","Pediatr Rheumatol Online J. 2021 Oct 30;19(1):154. doi: 10.1186/s12969-021-00618-x.","Wong S","Pediatr Rheumatol Online J","2021","2021/10/31","PMC8556936","","10.1186/s12969-021-00618-x"
"28386140","An ever-challenging relationship: lupus and pregnancy","Bălănescu A, Donisan T, Bălănescu D.","Reumatologia. 2017;55(1):29-37. doi: 10.5114/reum.2017.66685. Epub 2017 Mar 22.","Bălănescu A","Reumatologia","2017","2017/04/08","PMC5380770","","10.5114/reum.2017.66685"
"26149027","Life after acquired thrombotic thrombocytopenic purpura: morbidity, mortality, and risks during pregnancy","Vesely SK.","J Thromb Haemost. 2015 Jun;13 Suppl 1:S216-22. doi: 10.1111/jth.12953.","Vesely SK","J Thromb Haemost","2015","2015/07/08","","","10.1111/jth.12953"
"22284905","The autoimmune bases of infertility and pregnancy loss","Carp HJ, Selmi C, Shoenfeld Y.","J Autoimmun. 2012 May;38(2-3):J266-74. doi: 10.1016/j.jaut.2011.11.016. Epub 2012 Jan 27.","Carp HJ","J Autoimmun","2012","2012/01/31","","","10.1016/j.jaut.2011.11.016"
"27522225","Long-term follow-up of fertility and pregnancy in autoimmune diseases after autologous haematopoietic stem cell transplantation","Massenkeil G, Alexander T, Rosen O, Dörken B, Burmester G, Radbruch A, Hiepe F, Arnold R.","Rheumatol Int. 2016 Nov;36(11):1563-1568. doi: 10.1007/s00296-016-3531-2. Epub 2016 Aug 13.","Massenkeil G","Rheumatol Int","2016","2016/08/15","","","10.1007/s00296-016-3531-2"
"29846160","Rheumatic diseases and pregnancy: a national survey about practice patterns among rheumatologists and obstetricians","Fayad F, Ziade N, Karam GA, Ghaname W, Khamashta M.","Clin Exp Rheumatol. 2018 Nov-Dec;36(6):1014-1021. Epub 2018 May 24.","Fayad F","Clin Exp Rheumatol","2018","2018/05/31","","",""
"31092409","EULAR recommendations for the management of antiphospholipid syndrome in adults","Tektonidou MG, Andreoli L, Limper M, Amoura Z, Cervera R, Costedoat-Chalumeau N, Cuadrado MJ, Dörner T, Ferrer-Oliveras R, Hambly K, Khamashta MA, King J, Marchiori F, Meroni PL, Mosca M, Pengo V, Raio L, Ruiz-Irastorza G, Shoenfeld Y, Stojanovich L, Svenungsson E, Wahl D, Tincani A, Ward MM.","Ann Rheum Dis. 2019 Oct;78(10):1296-1304. doi: 10.1136/annrheumdis-2019-215213. Epub 2019 May 15.","Tektonidou MG","Ann Rheum Dis","2019","2019/05/17","","","10.1136/annrheumdis-2019-215213"
"28549729","Successful outcome of proliferative lupus nephritis during pregnancy: Toward a modern paradigm of lupus pregnancy?","Danlos FX, Cohen Aubart F, Vauthier-Brouzes D, Rouvier P, Nizard J, Cluzel P, Mathian A, Le Thi-Huong Boutin D, Bonotte B, Dommergues M, Amoura Z.","Eur J Obstet Gynecol Reprod Biol. 2017 Jul;214:201-203. doi: 10.1016/j.ejogrb.2017.05.006. Epub 2017 May 8.","Danlos FX","Eur J Obstet Gynecol Reprod Biol","2017","2017/05/28","","","10.1016/j.ejogrb.2017.05.006"
"31373768","Mediation of Adverse Pregnancy Outcomes in Autoimmune Conditions by Pregnancy Complications: A Mediation Analysis of Autoimmune Conditions and Adverse Pregnancy Outcomes","Bandoli G, Singh N, Strouse J, Baer RJ, Donovan BM, Feuer SK, Nidey N, Ryckman KK, Jelliffe-Pawlowski LL, Chambers CD.","Arthritis Care Res (Hoboken). 2020 Feb;72(2):256-264. doi: 10.1002/acr.24037. Epub 2020 Jan 9.","Bandoli G","Arthritis Care Res (Hoboken)","2020","2019/08/03","PMC7351244","NIHMS1606179","10.1002/acr.24037"
"30447210","Predictive performance of the competing risk model in screening for preeclampsia","Wright D, Tan MY, O'Gorman N, Poon LC, Syngelaki A, Wright A, Nicolaides KH.","Am J Obstet Gynecol. 2019 Feb;220(2):199.e1-199.e13. doi: 10.1016/j.ajog.2018.11.1087. Epub 2018 Nov 14.","Wright D","Am J Obstet Gynecol","2019","2018/11/18","","","10.1016/j.ajog.2018.11.1087"
"22846473","A competing risks model in early screening for preeclampsia","Wright D, Akolekar R, Syngelaki A, Poon LC, Nicolaides KH.","Fetal Diagn Ther. 2012;32(3):171-8. doi: 10.1159/000338470. Epub 2012 Jul 27.","Wright D","Fetal Diagn Ther","2012","2012/08/01","","","10.1159/000338470"
"22155203","Prolactin and autoimmunity","Shelly S, Boaz M, Orbach H.","Autoimmun Rev. 2012 May;11(6-7):A465-70. doi: 10.1016/j.autrev.2011.11.009. Epub 2011 Dec 2.","Shelly S","Autoimmun Rev","2012","2011/12/14","","","10.1016/j.autrev.2011.11.009"
"32220834","2019 Update of the Joint European League Against Rheumatism and European Renal Association-European Dialysis and Transplant Association (EULAR/ERA-EDTA) recommendations for the management of lupus nephritis","Fanouriakis A, Kostopoulou M, Cheema K, Anders HJ, Aringer M, Bajema I, Boletis J, Frangou E, Houssiau FA, Hollis J, Karras A, Marchiori F, Marks SD, Moroni G, Mosca M, Parodis I, Praga M, Schneider M, Smolen JS, Tesar V, Trachana M, van Vollenhoven RF, Voskuyl AE, Teng YKO, van Leew B, Bertsias G, Jayne D, Boumpas DT.","Ann Rheum Dis. 2020 Jun;79(6):713-723. doi: 10.1136/annrheumdis-2020-216924. Epub 2020 Mar 27.","Fanouriakis A","Ann Rheum Dis","2020","2020/03/30","","","10.1136/annrheumdis-2020-216924"
"28167150","Lupus nephritis and pregnancy outcome","Schreiber K, Stach K, Sciascia S.","Autoimmun Rev. 2017 Apr;16(4):433-434. doi: 10.1016/j.autrev.2017.02.001. Epub 2017 Feb 3.","Schreiber K","Autoimmun Rev","2017","2017/02/08","","","10.1016/j.autrev.2017.02.001"
"33836832","Transcriptomic studies of systemic lupus erythematosus","Nakano M, Iwasaki Y, Fujio K.","Inflamm Regen. 2021 Apr 9;41(1):11. doi: 10.1186/s41232-021-00161-y.","Nakano M","Inflamm Regen","2021","2021/04/10","PMC8033719","","10.1186/s41232-021-00161-y"
"34933676","Fetal and maternal outcome in patients with active lupus nephritis: comparison between new-onset and pre-existing lupus nephritis","Lian XJ, Fan L, Xia X, Huang XM, Ye HJ, Yu XQ, Chen HT, Chen W.","BMC Nephrol. 2021 Dec 21;22(1):419. doi: 10.1186/s12882-021-02633-2.","Lian XJ","BMC Nephrol","2021","2021/12/22","PMC8691084","","10.1186/s12882-021-02633-2"
"34904182","Managing Antiphospholipid Syndrome in Children and Adolescents: Current and Future Prospects","Islabão AG, Trindade VC, da Mota LMH, Andrade DCO, Silva CA.","Paediatr Drugs. 2022 Jan;24(1):13-27. doi: 10.1007/s40272-021-00484-w. Epub 2021 Dec 13.","Islabão AG","Paediatr Drugs","2022","2021/12/14","PMC8667978","","10.1007/s40272-021-00484-w"
"27958636","Intrauterine growth restriction in pregnant women after kidney transplantation as a marker of preeclampsia","Cyganek A, Dabrowski FA, Pietrzak B, Jabiry-Zieniewicz Z, Grzechocinska B, Madej A, Wielgos M.","Ginekol Pol. 2016;87(11):769-722. doi: 10.5603/GP.2016.0085.","Cyganek A","Ginekol Pol","2016","2016/12/14","","","10.5603/GP.2016.0085"
"30400982","Intrauterine fetal deaths related to antiphospholipid syndrome: a descriptive study of 65 women","Belhocine M, Coutte L, Martin Silva N, Morel N, Guettrot-Imbert G, Paule R, Le Jeunne C, Fredi M, Dreyfus M, Piette JC, Souchaud-Debouverie O, Deneux-Tharaux C, Tsatsaris V, Pannier E, Le Guern V, Costedoat-Chalumeau N.","Arthritis Res Ther. 2018 Nov 6;20(1):249. doi: 10.1186/s13075-018-1745-2.","Belhocine M","Arthritis Res Ther","2018","2018/11/08","PMC6235231","","10.1186/s13075-018-1745-2"
"22226784","Hyperemesis, gestational hypertensive disorders, pregnancy losses and risk of autoimmune diseases in a Danish population-based cohort","Jørgensen KT, Nielsen NM, Pedersen BV, Jacobsen S, Frisch M.","J Autoimmun. 2012 May;38(2-3):J120-8. doi: 10.1016/j.jaut.2011.10.002. Epub 2012 Jan 5.","Jørgensen KT","J Autoimmun","2012","2012/01/10","","","10.1016/j.jaut.2011.10.002"
"24684307","The chequered history of the antiphospholipid syndrome","Jayakody Arachchillage D, Greaves M.","Br J Haematol. 2014 Jun;165(5):609-17. doi: 10.1111/bjh.12848. Epub 2014 Mar 29.","Jayakody Arachchillage D","Br J Haematol","2014","2014/04/02","","","10.1111/bjh.12848"
"24075371","Perinatal outcome in normal pregnant women with incidental thrombocytopenia at delivery","Lin YH, Lo LM, Hsieh CC, Chiu TH, Hsieh TT, Hung TH.","Taiwan J Obstet Gynecol. 2013 Sep;52(3):347-50. doi: 10.1016/j.tjog.2013.01.025.","Lin YH","Taiwan J Obstet Gynecol","2013","2013/10/01","","","10.1016/j.tjog.2013.01.025"
"36035435","Sex hormones affect the pathogenesis and clinical characteristics of systemic lupus erythematosus","Kim JW, Kim HA, Suh CH, Jung JY.","Front Med (Lausanne). 2022 Aug 11;9:906475. doi: 10.3389/fmed.2022.906475. eCollection 2022.","Kim JW","Front Med (Lausanne)","2022","2022/08/29","PMC9402996","","10.3389/fmed.2022.906475"
"30504356","TTP: long-term outcomes following recovery","George JN.","Hematology Am Soc Hematol Educ Program. 2018 Nov 30;2018(1):548-552. doi: 10.1182/asheducation-2018.1.548.","George JN","Hematology Am Soc Hematol Educ Program","2018","2018/12/04","PMC6246011","","10.1182/asheducation-2018.1.548"
"30364418","Obstetric antiphospholipid syndrome","Antovic A, Sennström M, Bremme K, Svenungsson E.","Lupus Sci Med. 2018 Sep 25;5(1):e000197. doi: 10.1136/lupus-2016-000197. eCollection 2018.","Antovic A","Lupus Sci Med","2018","2018/10/27","PMC6195166","","10.1136/lupus-2016-000197"
"25919723","50 Years Ago in The Journal of Pediatrics: Teratogenic Effect of Azathioprine (Imuran)","Hashkes PJ.","J Pediatr. 2015 May;166(5):1139. doi: 10.1016/j.jpeds.2014.11.007. Epub 2014 Nov 6.","Hashkes PJ","J Pediatr","2015","2015/04/29","","","10.1016/j.jpeds.2014.11.007"
"33684496","Subepithelial autoimmune blistering dermatoses: Clinical features and diagnosis","Montagnon CM, Tolkachjov SN, Murrell DF, Camilleri MJ, Lehman JS.","J Am Acad Dermatol. 2021 Jul;85(1):1-14. doi: 10.1016/j.jaad.2020.11.076. Epub 2021 Mar 5.","Montagnon CM","J Am Acad Dermatol","2021","2021/03/08","","","10.1016/j.jaad.2020.11.076"
"32089355","Pregnancy success rate and response to heparins and/or aspirin differ in women with antiphospholipid antibodies according to their Global AntiphosPholipid Syndrome Score","Radin M, Cecchi I, Schreiber K, Rubini E, Roccatello D, Cuadrado MJ, Sciascia S.","Semin Arthritis Rheum. 2020 Jun;50(3):553-556. doi: 10.1016/j.semarthrit.2020.01.007. Epub 2020 Jan 28.","Radin M","Semin Arthritis Rheum","2020","2020/02/25","","","10.1016/j.semarthrit.2020.01.007"
"26434922","Pregnancy Outcomes in Women With Rare Autoimmune Diseases","Chen JS, Roberts CL, Simpson JM, March LM.","Arthritis Rheumatol. 2015 Dec;67(12):3314-23. doi: 10.1002/art.39311.","Chen JS","Arthritis Rheumatol","2015","2015/10/06","","","10.1002/art.39311"
"30317186","Neonatal punctate calcifications associated with maternal mixed connective tissue disorder (MCTD)","Pandita A, Panghal A, Gupta G, Singh V.","BMJ Case Rep. 2018 Oct 12;2018:bcr2017223373. doi: 10.1136/bcr-2017-223373.","Pandita A","BMJ Case Rep","2018","2018/10/15","PMC6194371","","10.1136/bcr-2017-223373"
"23978545","Women, kidney disease, and pregnancy","Smyth A, Radovic M, Garovic VD.","Adv Chronic Kidney Dis. 2013 Sep;20(5):402-10. doi: 10.1053/j.ackd.2013.06.004.","Smyth A","Adv Chronic Kidney Dis","2013","2013/08/28","PMC3763929","NIHMS499866","10.1053/j.ackd.2013.06.004"
"33139177","Pregnancy and Systemic Lupus Erythematosus in Spain: Has Anything Changed in the 21st Century?","de la Hera Madrazo M, Muñoz Cacho P, Riancho Zarrabeitia L, Álvarez Rodríguez L, Haya A, López-Hoyos M, Martínez-Taboada VM.","Reumatol Clin (Engl Ed). 2020 Oct 30:S1699-258X(20)30193-5. doi: 10.1016/j.reuma.2020.07.009. Online ahead of print.","de la Hera Madrazo M","Reumatol Clin (Engl Ed)","2020","2020/11/03","","","10.1016/j.reuma.2020.07.009"
"35913558","Pregnancy in patients with systemic lupus erythematosus: a systematic review","Zhang S, Han X, Liu W, Wen Q, Wang J.","Arch Gynecol Obstet. 2022 Aug 1. doi: 10.1007/s00404-022-06718-7. Online ahead of print.","Zhang S","Arch Gynecol Obstet","2022","2022/08/01","","","10.1007/s00404-022-06718-7"
"27591327","Pro: The use of calcineurin inhibitors in the treatment of lupus nephritis","Mok CC.","Nephrol Dial Transplant. 2016 Oct;31(10):1561-6. doi: 10.1093/ndt/gfw289. Epub 2016 Sep 1.","Mok CC","Nephrol Dial Transplant","2016","2016/09/04","","","10.1093/ndt/gfw289"
"26984073","Presence of Antiphospholipid Antibodies as a Risk Factor for Thrombotic Events in Patients with Connective Tissue Diseases and Idiopathic Thrombocytopenic Purpura","Habe K, Wada H, Matsumoto T, Ohishi K, Ikejiri M, Matsubara K, Morioka T, Kamimoto Y, Ikeda T, Katayama N, Mizutani H.","Intern Med. 2016;55(6):589-95. doi: 10.2169/internalmedicine.55.5536. Epub 2016 Mar 15.","Habe K","Intern Med","2016","2016/03/18","","","10.2169/internalmedicine.55.5536"
"25608693","The value of glucocorticoid co-therapy in different rheumatic diseases--positive and adverse effects","van der Goes MC, Jacobs JW, Bijlsma JW.","Arthritis Res Ther. 2014 Nov 13;16 Suppl 2(Suppl 2):S2. doi: 10.1186/ar4686.","van der Goes MC","Arthritis Res Ther","2014","2015/01/23","PMC4249491","","10.1186/ar4686"
"30205764","Antiphospholipid syndrome - an update","Linnemann B.","Vasa. 2018 Oct;47(6):451-464. doi: 10.1024/0301-1526/a000723. Epub 2018 Sep 12.","Linnemann B","Vasa","2018","2018/09/13","","","10.1024/0301-1526/a000723"
"31594451","Antiphospholipid antibodies in patients with lupus nephritis: clinical correlations and associations with long-term outcomes","Yap DYH, Thong KM, Yung S, Tang C, Ma BMY, Chan TM.","Lupus. 2019 Oct;28(12):1460-1467. doi: 10.1177/0961203319879990. Epub 2019 Oct 9.","Yap DYH","Lupus","2019","2019/10/10","","","10.1177/0961203319879990"
"31251732","Ovarian fibrothecoma in a young pregnant woman with lupus nephritis undergoing hemodialysis","Gołasa P, Woziwodzka K, Krzanowski M, Urbanik A, Kuźniewski M, Krzanowska K.","Pol Arch Intern Med. 2019 Jun 28;129(6):422-423. doi: 10.20452/pamw.4484. Epub 2019 Mar 7.","Gołasa P","Pol Arch Intern Med","2019","2019/06/29","","","10.20452/pamw.4484"
"30274628","Thrombotic Microangiopathies with Rheumatologic Involvement","Babar F, Cohen SD.","Rheum Dis Clin North Am. 2018 Nov;44(4):635-649. doi: 10.1016/j.rdc.2018.06.010. Epub 2018 Sep 7.","Babar F","Rheum Dis Clin North Am","2018","2018/10/03","","","10.1016/j.rdc.2018.06.010"
"36261937","A pregnancy with nephrotic syndrome: A rare case","Maharani ARK, Mardiana N.","Int J Surg Case Rep. 2022 Oct;99:107707. doi: 10.1016/j.ijscr.2022.107707. Epub 2022 Sep 27.","Maharani ARK","Int J Surg Case Rep","2022","2022/10/20","PMC9568871","","10.1016/j.ijscr.2022.107707"
"21813263","Childbirths and risk of female predominant and other autoimmune diseases in a population-based Danish cohort","Jørgensen KT, Pedersen BV, Nielsen NM, Jacobsen S, Frisch M.","J Autoimmun. 2012 May;38(2-3):J81-7. doi: 10.1016/j.jaut.2011.06.004. Epub 2011 Aug 2.","Jørgensen KT","J Autoimmun","2012","2011/08/05","","","10.1016/j.jaut.2011.06.004"
"22356759","Risk factors for blood transfusion in singleton pregnancy deliveries in Taiwan","Jou HJ, Hung HW, Yan YH, Wu SC.","Int J Gynaecol Obstet. 2012 May;117(2):124-7. doi: 10.1016/j.ijgo.2011.11.028. Epub 2012 Feb 20.","Jou HJ","Int J Gynaecol Obstet","2012","2012/02/24","","","10.1016/j.ijgo.2011.11.028"
"35615936","Factors associated with adverse pregnancy outcomes in patients with systemic lupus erythematosus","Sieiro Santos C, Moriano Morales C, Álvarez Castro C, González Fernández I, Díez Álvarez E.","Musculoskeletal Care. 2022 May 26. doi: 10.1002/msc.1658. Online ahead of print.","Sieiro Santos C","Musculoskeletal Care","2022","2022/05/26","","","10.1002/msc.1658"
"30444309","Prenatal heart block screening in mothers with SSA/SSB autoantibodies: Targeted screening protocol is a cost-effective strategy","Evers PD, Alsaied T, Anderson JB, Cnota JF, Divanovic AA.","Congenit Heart Dis. 2019 Mar;14(2):221-229. doi: 10.1111/chd.12713. Epub 2018 Nov 16.","Evers PD","Congenit Heart Dis","2019","2018/11/17","","","10.1111/chd.12713"
"31111484","The International Federation of Gynecology and Obstetrics (FIGO) initiative on pre-eclampsia: A pragmatic guide for first-trimester screening and prevention","Poon LC, Shennan A, Hyett JA, Kapur A, Hadar E, Divakar H, McAuliffe F, da Silva Costa F, von Dadelszen P, McIntyre HD, Kihara AB, Di Renzo GC, Romero R, D'Alton M, Berghella V, Nicolaides KH, Hod M.","Int J Gynaecol Obstet. 2019 May;145 Suppl 1(Suppl 1):1-33. doi: 10.1002/ijgo.12802.","Poon LC","Int J Gynaecol Obstet","2019","2019/05/22","PMC6944283","NIHMS1032727","10.1002/ijgo.12802"
"36084704","Society for Maternal-Fetal Medicine (SMFM) Consult Series #64 : Systemic lupus erythematosus in pregnancy","Society for Maternal-Fetal Medicine (SMFM), Silver R, Craigo S, Porter F, Osmundson S, Norton ME.","Am J Obstet Gynecol. 2022 Sep 6:S0002-9378(22)00722-0. doi: 10.1016/j.ajog.2022.09.001. Online ahead of print.","Society for Maternal-Fetal Medicine (SMFM)","Am J Obstet Gynecol","2022","2022/09/09","","","10.1016/j.ajog.2022.09.001"
"32791247","Oral Corticosteroids and Risk of Preterm Birth in the California Medicaid Program","Palmsten K, Bandoli G, Watkins J, Vazquez-Benitez G, Gilmer TP, Chambers CD.","J Allergy Clin Immunol Pract. 2021 Jan;9(1):375-384.e5. doi: 10.1016/j.jaip.2020.07.047. Epub 2020 Aug 11.","Palmsten K","J Allergy Clin Immunol Pract","2021","2020/08/14","PMC7805577","NIHMS1626783","10.1016/j.jaip.2020.07.047"
"23859707","Pre-eclampsia is associated with, and preceded by, hypertriglyceridaemia: a meta-analysis","Gallos ID, Sivakumar K, Kilby MD, Coomarasamy A, Thangaratinam S, Vatish M.","BJOG. 2013 Oct;120(11):1321-32. doi: 10.1111/1471-0528.12375. Epub 2013 Jul 17.","Gallos ID","BJOG","2013","2013/07/18","","","10.1111/1471-0528.12375"
"30077982","Dual intestinal anomalies in dizygotic twins","Ridley A, Chaussy Y, Mottet N, Auber F.","BMJ Case Rep. 2018 Aug 4;2018:bcr2018225176. doi: 10.1136/bcr-2018-225176.","Ridley A","BMJ Case Rep","2018","2018/08/06","PMC6078281","","10.1136/bcr-2018-225176"
"28264814","Risk of serious infections associated with use of immunosuppressive agents in pregnant women with autoimmune inflammatory conditions: cohort study","Desai RJ, Bateman BT, Huybrechts KF, Patorno E, Hernandez-Diaz S, Park Y, Dejene SZ, Cohen J, Mogun H, Kim SC.","BMJ. 2017 Mar 6;356:j895. doi: 10.1136/bmj.j895.","Desai RJ","BMJ","2017","2017/03/08","PMC6168035","","10.1136/bmj.j895"
"33440874","The Main Challenges in Systemic Lupus Erythematosus: Where Do We Stand?","Piga M, Arnaud L.","J Clin Med. 2021 Jan 11;10(2):243. doi: 10.3390/jcm10020243.","Piga M","J Clin Med","2021","2021/01/14","PMC7827672","","10.3390/jcm10020243"
"28401195","Live Birth Pregnancy Outcome after First In Vitro Fertilization Treatment in a Patient with Systemic Lupus Erythematosus and Isolated High Positive IgA Anti-β2glycoprotein I Antibodies: A Case Report","Andreeva H, Seip M, Koycheva S.","Open Med (Wars). 2017 Mar 9;12:12-18. doi: 10.1515/med-2017-0003. eCollection 2017 Jan.","Andreeva H","Open Med (Wars)","2017","2017/04/13","PMC5385972","","10.1515/med-2017-0003"
"32671546","Changes in trends over time for the specific contribution of different risk factors for pre-eclampsia","Shraga Y, Pariente G, Rotem R, Baumfeld Y, Miodownik S, Weintraub AY.","Arch Gynecol Obstet. 2020 Oct;302(4):977-982. doi: 10.1007/s00404-020-05693-1. Epub 2020 Jul 15.","Shraga Y","Arch Gynecol Obstet","2020","2020/07/17","","","10.1007/s00404-020-05693-1"
"22473619","Antiphospholipid syndrome: laboratory testing and diagnostic strategies","Ortel TL.","Am J Hematol. 2012 May;87 Suppl 1(Suppl 1):S75-81. doi: 10.1002/ajh.23196. Epub 2012 Mar 31.","Ortel TL","Am J Hematol","2012","2012/04/05","PMC4848066","NIHMS363184","10.1002/ajh.23196"
"35242041","Beyond Systemic Lupus Erythematosus and Anti-Phospholipid Syndrome: The Relevance of Complement From Pathogenesis to Pregnancy Outcome in Other Systemic Rheumatologic Diseases","Cavalli S, Lonati PA, Gerosa M, Caporali R, Cimaz R, Chighizola CB.","Front Pharmacol. 2022 Feb 15;13:841785. doi: 10.3389/fphar.2022.841785. eCollection 2022.","Cavalli S","Front Pharmacol","2022","2022/03/04","PMC8886148","","10.3389/fphar.2022.841785"
"31571337","Preterm birth phenotypes in women with autoimmune rheumatic diseases: a population-based cohort study","Kolstad KD, Mayo JA, Chung L, Chaichian Y, Kelly VM, Druzin M, Stevenson DK, Shaw GM, Simard JF.","BJOG. 2020 Jan;127(1):70-78. doi: 10.1111/1471-0528.15970. Epub 2019 Oct 31.","Kolstad KD","BJOG","2020","2019/10/02","PMC6908743","NIHMS1052843","10.1111/1471-0528.15970"
"33947469","Evaluation of the severe preeclampsia classification criterion for antiphospholipid syndrome in a study of 40 patients","Larosa M, Le Guern V, Morel N, Belhocine M, Ruffatti A, Silva NM, Paule R, Mouthon L, Dreyfus M, Piette JC, Souchaud-Debouverie O, Deneux-Tharaux C, Guettrot-Imbert G, Tsatsaris V, Pannier-Metzger E, Murarasu A, Doria A, Costedoat-Chalumeau N.","Arthritis Res Ther. 2021 May 4;23(1):134. doi: 10.1186/s13075-021-02518-7.","Larosa M","Arthritis Res Ther","2021","2021/05/05","PMC8094564","","10.1186/s13075-021-02518-7"
"31147159","Obstetric and neonatal complications among women with autoimmune disease","Williams A, Grantz K, Seeni I, Robledo C, Li S, Ouidir M, Nobles C, Mendola P.","J Autoimmun. 2019 Sep;103:102287. doi: 10.1016/j.jaut.2019.05.015. Epub 2019 May 27.","Williams A","J Autoimmun","2019","2019/06/01","PMC6708459","NIHMS1530351","10.1016/j.jaut.2019.05.015"
